"id","chr","start","end","strand","breast_normal","breast_cancer","colon_normal","colon_cancer","lung_normal","lung_cancer","pancreas_normal","pancreas_cancer","NET_cancer","thyroid_normal","thyroid_cancer"
293415,chr11,75927166,75927166,*,0.862,0.8557,0.7993,0.8069,0.8789,0.843,0.8049,0.8204,0.6843,0.8898,0.8758
293416,chr11,75943228,75943228,*,0.7595,0.6695,0.3531,0.4115,0.7011,0.54,0.8215,0.5426,0.6571,0.7518,0.7434
293417,chr11,75945585,75945585,*,0.2182,0.2852,0.4117,0.2577,0.3345,0.3447,0.5207,0.288,0.5714,0.3392,0.3949
293418,chr11,75945841,75945841,*,0.0806,0.1188,0.2781,0.1207,0.138,0.1595,0.3282,0.1626,0.2122,0.16,0.1829
293419,chr11,75946229,75946229,*,0.0732,0.0858,0.0751,0.0743,0.074,0.0756,0.081,0.077,0.0876,0.0754,0.0805
293420,chr11,75946452,75946452,*,0.0203,0.02,0.0175,0.0239,0.0222,0.0197,0.018,0.022,0.0259,0.0188,0.0266
293421,chr11,75946680,75946680,*,0.0239,0.0521,0.0311,0.0452,0.0534,0.0327,0.0331,0.0406,0.0521,0.0287,0.0442
293422,chr11,75946703,75946703,*,0.0428,0.0492,0.0404,0.0334,0.0362,0.0445,0.0465,0.0439,0.0517,0.0576,0.0423
293423,chr11,75946767,75946767,*,0.0498,0.0536,0.0479,0.0522,0.0554,0.0525,0.0572,0.0498,0.1746,0.0694,0.0573
293424,chr11,75946802,75946802,*,0.0264,0.0113,0.0101,0.0125,0.0108,0.0159,0.009,0.0166,0.011,0.0122,0.0179
293425,chr11,75946962,75946962,*,0.0431,0.0457,0.046,0.0433,0.0435,0.0457,0.0445,0.0423,0.077,0.0482,0.0458
293426,chr11,75946986,75946986,*,0.065,0.0683,0.0652,0.0661,0.0667,0.0676,0.0718,0.0603,0.0995,0.074,0.0689
293427,chr11,75947361,75947361,*,0.0625,0.0769,0.0747,0.0749,0.0735,0.0879,0.1229,0.0908,0.1721,0.0684,0.0622
293428,chr11,75947456,75947456,*,0.054,0.0639,0.0524,0.0483,0.0523,0.0527,0.0732,0.0708,0.1842,0.0556,0.0584
293429,chr11,75947637,75947637,*,0.0936,0.0789,0.0908,0.0939,0.1009,0.1153,0.1952,0.1501,0.1251,0.1078,0.0803
293430,chr11,75950762,75950762,*,0.9245,0.9036,0.8932,0.892,0.9176,0.9045,0.9244,0.909,0.9462,0.9284,0.9273
293431,chr11,75968191,75968191,*,0.6699,0.5558,0.6821,0.5695,0.5727,0.5682,0.6107,0.6207,0.4423,0.502,0.5473
293432,chr11,75977514,75977514,*,0.6294,0.6334,0.7235,0.3894,0.7084,0.5802,0.8046,0.5021,0.5129,0.8152,0.8245
293433,chr11,75989014,75989014,*,0.8683,0.8164,0.7644,0.7357,0.8752,0.7238,0.8647,0.793,0.9059,0.4344,0.4015
293434,chr11,75993521,75993521,*,0.5919,0.4707,0.5178,0.3794,0.5249,0.44,0.5123,0.5314,0.3746,0.594,0.5546
293435,chr11,75996257,75996257,*,0.7139,0.6731,0.6813,0.4682,0.6913,0.6537,0.6833,0.7232,0.6476,0.7241,0.6447
293436,chr11,76018702,76018702,*,0.6262,0.7058,0.7005,0.6572,0.6238,0.649,0.6503,0.6388,0.3971,0.7564,0.7428
293437,chr11,76025189,76025189,*,0.8732,0.7771,0.5125,0.3837,0.6063,0.5715,0.5717,0.6835,0.3878,0.7761,0.8109
293438,chr11,76030131,76030131,*,0.0897,0.0698,0.0785,0.0763,0.0863,0.0588,0.2526,0.0593,0.0392,0.1293,0.0799
293439,chr11,76031933,76031933,*,0.8432,0.7228,0.8149,0.8153,0.7774,0.7424,0.5744,0.8311,0.4674,0.5318,0.63
293440,chr11,76033054,76033054,*,0.101,0.2752,0.0413,0.136,0.0907,0.1223,0.0402,0.1255,0.0654,0.0307,0.0428
293441,chr11,76033097,76033097,*,0.2661,0.5029,0.2066,0.2987,0.2622,0.295,0.1964,0.2874,0.2169,0.1963,0.2243
293442,chr11,76033367,76033367,*,0.6495,0.6401,0.263,0.2835,0.4721,0.4248,0.2249,0.3618,0.3234,0.2947,0.5001
293443,chr11,76033391,76033391,*,0.3341,0.4185,0.1287,0.1303,0.1936,0.217,0.0948,0.1675,0.1314,0.1062,0.177
293444,chr11,76033473,76033473,*,0.8327,0.8447,0.6063,0.5611,0.7848,0.7743,0.5333,0.7155,0.6393,0.6281,0.7553
293445,chr11,76037066,76037066,*,0.5892,0.4554,0.461,0.2985,0.5663,0.3818,0.5449,0.4629,0.2238,0.5187,0.4897
293446,chr11,76040637,76040637,*,0.8063,0.7431,0.6986,0.4804,0.685,0.626,0.7497,0.6767,0.5433,0.8117,0.7994
293447,chr11,76061438,76061438,*,0.6764,0.7313,0.7265,0.7052,0.7194,0.7165,0.7024,0.7219,0.6965,0.7325,0.7266
293448,chr11,76088726,76088726,*,0.8549,0.8441,0.7456,0.7338,0.8607,0.8615,0.6341,0.851,0.6868,0.8989,0.8798
293449,chr11,76090076,76090076,*,0.93,0.9317,0.9246,0.875,0.9308,0.9194,0.6014,0.9281,0.932,0.9376,0.9401
293450,chr11,76091674,76091674,*,0.0651,0.0761,0.0793,0.0826,0.0686,0.0712,0.0758,0.0735,0.0971,0.0783,0.0916
293451,chr11,76091836,76091836,*,0.3979,0.3931,0.4028,0.3874,0.404,0.3969,0.4158,0.3949,0.4263,0.4013,0.3998
293452,chr11,76091881,76091881,*,0.0729,0.1104,0.1625,0.222,0.0724,0.1108,0.0493,0.0999,0.1367,0.0664,0.0706
293453,chr11,76091884,76091884,*,0.0687,0.0905,0.1189,0.1531,0.0627,0.0872,0.0546,0.0821,0.1027,0.0641,0.0689
293454,chr11,76092056,76092056,*,0.0144,0.0165,0.014,0.0181,0.0146,0.0161,0.0132,0.0132,0.0156,0.0107,0.0169
293455,chr11,76092311,76092311,*,0.0203,0.0215,0.0181,0.0243,0.0192,0.0183,0.012,0.0181,0.0193,0.013,0.0201
293456,chr11,76092429,76092429,*,0.0118,0.0108,0.0128,0.0152,0.0138,0.0135,0.0109,0.0153,0.0162,0.0104,0.012
293457,chr11,76092435,76092435,*,0.0674,0.0707,0.0758,0.0589,0.0692,0.0725,0.0767,0.069,0.0691,0.0672,0.071
293458,chr11,76092535,76092535,*,0.0191,0.0221,0.0232,0.0202,0.0244,0.0235,0.024,0.0207,0.041,0.0239,0.0273
293459,chr11,76093056,76093056,*,0.4572,0.4525,0.4711,0.4965,0.5117,0.4984,0.2805,0.555,0.4035,0.436,0.3212
293460,chr11,76096456,76096456,*,0.9061,0.876,0.904,0.8795,0.9068,0.902,0.6672,0.9154,0.8985,0.9093,0.8975
293461,chr11,76152669,76152669,*,0.6153,0.5997,0.6313,0.6205,0.6236,0.6265,0.6256,0.6275,0.5685,0.6328,0.6058
293462,chr11,76155379,76155379,*,0.0314,0.0322,0.0341,0.0303,0.0333,0.0334,0.0327,0.0313,0.0441,0.0365,0.033
293463,chr11,76155487,76155487,*,0.0383,0.0804,0.0529,0.0277,0.0342,0.0344,0.0283,0.0518,0.0465,0.0526,0.0514
293464,chr11,76155647,76155647,*,0.0123,0.0132,0.0234,0.0235,0.0093,0.0095,0.0142,0.0169,0.0258,0.0118,0.0222
293465,chr11,76155767,76155767,*,0.0216,0.0218,0.0203,0.0226,0.0229,0.0193,0.022,0.0246,0.0281,0.0194,0.0226
293466,chr11,76155921,76155921,*,0.0271,0.0261,0.0269,0.0259,0.0289,0.0279,0.0301,0.0271,0.0353,0.0252,0.034
293467,chr11,76156040,76156040,*,0.0134,0.0114,0.0113,0.013,0.0109,0.0107,0.0082,0.0096,0.0082,0.0088,0.012
293468,chr11,76156042,76156042,*,0.0146,0.0153,0.0151,0.0154,0.0146,0.0148,0.0118,0.0167,0.0151,0.0147,0.0189
293469,chr11,76156044,76156044,*,0.0287,0.0295,0.0265,0.0304,0.026,0.0275,0.0273,0.0257,0.0319,0.025,0.0272
293470,chr11,76156050,76156050,*,0.0055,0.0095,0.0042,0.0081,0.0117,0.0072,0.0072,0.0054,0.0049,0.007,0.007
293471,chr11,76156056,76156056,*,0.0135,0.0135,0.0132,0.0117,0.0114,0.0131,0.0154,0.0103,0.0256,0.0135,0.0166
293472,chr11,76156096,76156096,*,0.0445,0.0461,0.0464,0.0466,0.0503,0.045,0.0455,0.0437,0.0481,0.0488,0.0441
293473,chr11,76156134,76156134,*,0.0585,0.0642,0.0627,0.0575,0.0585,0.0623,0.0626,0.058,0.0789,0.059,0.0615
293474,chr11,76156397,76156397,*,0.0267,0.0337,0.0343,0.0253,0.0306,0.0305,0.0292,0.0265,0.0369,0.0315,0.027
293475,chr11,76156626,76156626,*,0.1152,0.1109,0.1135,0.1104,0.1073,0.1159,0.1163,0.1158,0.1147,0.12,0.117
293476,chr11,76156922,76156922,*,0.0863,0.0923,0.0905,0.085,0.0905,0.0912,0.081,0.0836,0.1038,0.0891,0.0888
293477,chr11,76159160,76159160,*,0.8589,0.894,0.8841,0.8808,0.8976,0.8962,0.8787,0.8941,0.8059,0.8979,0.8976
293478,chr11,76166866,76166866,*,0.8623,0.8939,0.8403,0.8681,0.7977,0.8074,0.8338,0.8608,0.8542,0.7442,0.8148
293479,chr11,76168949,76168949,*,0.8605,0.8169,0.8378,0.8862,0.8509,0.8556,0.8467,0.8301,0.863,0.8357,0.8108
293480,chr11,76171117,76171117,*,0.0235,0.0496,0.0476,0.0345,0.042,0.0434,0.0413,0.0407,0.0271,0.0513,0.055
293481,chr11,76222035,76222035,*,0.8402,0.8406,0.8372,0.8326,0.8188,0.8523,0.6618,0.8377,0.7208,0.7914,0.7389
293482,chr11,76261997,76261997,*,0.8555,0.8055,0.8676,0.8213,0.7298,0.8501,0.9048,0.8559,0.8605,0.8428,0.8038
293483,chr11,76265321,76265321,*,0.7967,0.7251,0.402,0.3178,0.6475,0.7288,0.8296,0.7,0.715,0.7797,0.773
293484,chr11,76289700,76289700,*,0.7164,0.8188,0.8593,0.8656,0.7089,0.8038,0.836,0.753,0.8116,0.8002,0.7997
293485,chr11,76290361,76290361,*,0.6439,0.8351,0.8277,0.88,0.6582,0.8147,0.8749,0.7425,0.7518,0.8345,0.8284
293486,chr11,76293719,76293719,*,0.8205,0.71,0.8313,0.7818,0.83,0.6947,0.8379,0.8018,0.6975,0.8453,0.8045
293487,chr11,76293839,76293839,*,0.8814,0.8121,0.8851,0.8445,0.9005,0.7849,0.8817,0.8589,0.7746,0.9059,0.8574
293488,chr11,76294320,76294320,*,0.8153,0.7912,0.8532,0.8096,0.8583,0.7478,0.8446,0.8325,0.7961,0.76,0.7365
293489,chr11,76299682,76299682,*,0.6164,0.6051,0.494,0.3268,0.4387,0.5737,0.7378,0.4882,0.7284,0.6774,0.7331
293490,chr11,76299819,76299819,*,0.5258,0.561,0.6102,0.4507,0.4977,0.5525,0.7101,0.5175,0.5142,0.6308,0.6847
293491,chr11,76315513,76315513,*,0.639,0.7067,0.7164,0.7572,0.672,0.701,0.757,0.7638,0.6817,0.6887,0.7429
293492,chr11,76319232,76319232,*,0.6011,0.558,0.6046,0.525,0.6244,0.5512,0.6209,0.5501,0.4453,0.6754,0.6276
293493,chr11,76320970,76320970,*,0.453,0.5097,0.6284,0.6054,0.543,0.4761,0.724,0.5333,0.4002,0.6468,0.6281
293494,chr11,76327232,76327232,*,0.4549,0.5123,0.3966,0.3652,0.4942,0.506,0.5939,0.5203,0.4098,0.5797,0.5642
293495,chr11,76334450,76334450,*,0.8784,0.8021,0.7426,0.7971,0.8812,0.8139,0.8814,0.8559,0.7681,0.8769,0.8734
293496,chr11,76340765,76340765,*,0.7415,0.7204,0.7769,0.7786,0.5948,0.7308,0.8377,0.725,0.804,0.8089,0.8014
293497,chr11,76348764,76348764,*,0.4399,0.3459,0.4192,0.2915,0.3334,0.3414,0.5073,0.2944,0.2502,0.5579,0.5885
293498,chr11,76363709,76363709,*,0.7994,0.6753,0.7928,0.7088,0.8023,0.7989,0.8,0.7801,0.5835,0.8386,0.7868
293499,chr11,76367177,76367177,*,0.7601,0.8073,0.7503,0.8004,0.6953,0.7614,0.8443,0.759,0.7819,0.7309,0.7994
293500,chr11,76370510,76370510,*,0.8448,0.8219,0.8022,0.7408,0.832,0.7853,0.8044,0.8108,0.6888,0.8439,0.818
293501,chr11,76371932,76371932,*,0.6809,0.4753,0.6983,0.5264,0.6396,0.5809,0.4317,0.6279,0.3101,0.4615,0.4784
293502,chr11,76371946,76371946,*,0.7552,0.5583,0.8484,0.6632,0.8213,0.6893,0.6208,0.7402,0.4893,0.6087,0.6346
293503,chr11,76372128,76372128,*,0.875,0.7821,0.9215,0.8889,0.9102,0.849,0.9085,0.876,0.7413,0.9083,0.8982
293504,chr11,76376064,76376064,*,0.6015,0.5973,0.6116,0.6193,0.44,0.5217,0.6897,0.5412,0.2893,0.626,0.6199
293505,chr11,76377572,76377572,*,0.3651,0.4273,0.3903,0.4503,0.3387,0.4138,0.609,0.3848,0.3857,0.5129,0.5687
293506,chr11,76380605,76380605,*,0.7538,0.8173,0.7888,0.836,0.7201,0.812,0.8372,0.7832,0.7041,0.7935,0.7801
293507,chr11,76380921,76380921,*,0.338,0.3964,0.2714,0.273,0.3073,0.2652,0.2794,0.3016,0.5929,0.3828,0.3576
293508,chr11,76381040,76381040,*,0.3467,0.3964,0.4028,0.3365,0.3182,0.3164,0.473,0.3203,0.367,0.3041,0.3407
293509,chr11,76381044,76381044,*,0.1638,0.2079,0.1794,0.1406,0.1422,0.1442,0.1956,0.1426,0.0859,0.1352,0.1703
293510,chr11,76381081,76381081,*,0.2085,0.2932,0.2179,0.1729,0.1838,0.1788,0.3918,0.1683,0.1681,0.2575,0.2414
293511,chr11,76381105,76381105,*,0.1738,0.2288,0.1644,0.1178,0.1403,0.1381,0.3051,0.1453,0.2571,0.1922,0.2085
293512,chr11,76381148,76381148,*,0.5056,0.6925,0.6186,0.6261,0.5487,0.5516,0.7991,0.5393,0.6882,0.6557,0.683
293513,chr11,76381165,76381165,*,0.3124,0.4119,0.3793,0.3396,0.3043,0.3258,0.498,0.3516,0.2829,0.3989,0.3669
293514,chr11,76381236,76381236,*,0.3997,0.4512,0.3673,0.3143,0.4232,0.4285,0.6742,0.4158,0.5672,0.6016,0.6174
293515,chr11,76381450,76381450,*,0.0884,0.0804,0.0636,0.064,0.0954,0.0854,0.1671,0.0651,0.129,0.277,0.2525
293516,chr11,76381687,76381687,*,0.0226,0.0285,0.0165,0.0172,0.0263,0.0201,0.0825,0.0813,0.0449,0.0362,0.0759
293517,chr11,76381791,76381791,*,0.0457,0.059,0.0587,0.0774,0.0592,0.0479,0.0515,0.1007,0.1283,0.0547,0.075
293518,chr11,76381800,76381800,*,0.0615,0.0567,0.0611,0.054,0.0568,0.0568,0.0532,0.0811,0.0784,0.0675,0.0548
293519,chr11,76381937,76381937,*,0.0176,0.0169,0.0155,0.0216,0.0223,0.0186,0.0244,0.0516,0.0238,0.016,0.019
293520,chr11,76381971,76381971,*,0.0773,0.1041,0.0883,0.0994,0.0787,0.0994,0.1378,0.1478,0.0771,0.0846,0.1087
293521,chr11,76382128,76382128,*,0.1069,0.161,0.1788,0.1879,0.1182,0.1529,0.2582,0.2037,0.1102,0.1212,0.1388
293522,chr11,76382149,76382149,*,0.0313,0.1365,0.0946,0.1769,0.0403,0.0921,0.2453,0.1656,0.046,0.0453,0.0821
293523,chr11,76382794,76382794,*,0.8672,0.8925,0.8792,0.9037,0.8618,0.8823,0.8947,0.8851,0.8868,0.8259,0.8515
293524,chr11,76384620,76384620,*,0.8608,0.8344,0.8145,0.8602,0.8043,0.7879,0.8788,0.8304,0.7459,0.8471,0.8375
293525,chr11,76391253,76391253,*,0.8744,0.6994,0.8899,0.7883,0.8792,0.8215,0.5748,0.8535,0.4244,0.888,0.8385
293526,chr11,76397220,76397220,*,0.7179,0.5794,0.6684,0.5682,0.7557,0.6039,0.6697,0.6453,0.5687,0.7079,0.7372
293527,chr11,76401495,76401495,*,0.8785,0.8279,0.8235,0.7065,0.848,0.7652,0.8368,0.8245,0.6473,0.8777,0.8826
293528,chr11,76410147,76410147,*,0.8351,0.8057,0.8282,0.8265,0.8199,0.7825,0.8308,0.8338,0.7459,0.7598,0.8203
293529,chr11,76411795,76411795,*,0.4892,0.5724,0.6645,0.2888,0.4382,0.4796,0.7644,0.3653,0.5891,0.7798,0.7773
293530,chr11,76414043,76414043,*,0.783,0.6127,0.6567,0.4428,0.6483,0.6646,0.6371,0.6684,0.4926,0.768,0.7594
293531,chr11,76414904,76414904,*,0.7902,0.6894,0.7125,0.6013,0.7039,0.7161,0.7576,0.7501,0.7386,0.7674,0.8118
293532,chr11,76430375,76430375,*,0.9506,0.9219,0.9311,0.91,0.9537,0.9108,0.8843,0.9463,0.8538,0.9557,0.9344
293533,chr11,76430445,76430445,*,0.8647,0.8124,0.8438,0.814,0.8722,0.8044,0.7799,0.8572,0.7301,0.8649,0.848
293534,chr11,76430515,76430515,*,0.9832,0.9673,0.9803,0.9633,0.9849,0.9719,0.9541,0.9777,0.9176,0.987,0.9803
293535,chr11,76432800,76432800,*,0.1909,0.2274,0.2014,0.1685,0.2207,0.2142,0.174,0.2139,0.1483,0.1556,0.161
293536,chr11,76432847,76432847,*,0.0826,0.0912,0.0927,0.0825,0.0939,0.0942,0.0868,0.0927,0.0681,0.1027,0.0755
293537,chr11,76432872,76432872,*,0.0618,0.0679,0.0654,0.0657,0.0658,0.071,0.0708,0.0663,0.0648,0.0686,0.0694
293538,chr11,76432938,76432938,*,0.0708,0.0818,0.0772,0.0758,0.0812,0.0848,0.0745,0.0814,0.0794,0.0818,0.076
293539,chr11,76432963,76432963,*,0.0322,0.0346,0.0356,0.0342,0.0413,0.0337,0.0358,0.0322,0.0314,0.038,0.0364
293540,chr11,76432983,76432983,*,0.0696,0.0673,0.0723,0.0647,0.0731,0.0683,0.0669,0.0659,0.0685,0.0777,0.0727
293541,chr11,76432985,76432985,*,0.0068,0.0117,0.0094,0.0081,0.0114,0.0081,0.0099,0.0106,0.0134,0.0113,0.0116
293542,chr11,76432999,76432999,*,0.0642,0.0633,0.0646,0.0578,0.0631,0.0606,0.0597,0.0604,0.0678,0.0672,0.0626
293543,chr11,76433073,76433073,*,0.0519,0.0536,0.051,0.0504,0.053,0.0538,0.0516,0.0547,0.0569,0.0512,0.0515
293544,chr11,76433173,76433173,*,0.0659,0.0646,0.0685,0.0534,0.0607,0.0567,0.0541,0.065,0.0438,0.0491,0.0461
293545,chr11,76433293,76433293,*,0.2654,0.2387,0.2273,0.1803,0.2735,0.2333,0.2297,0.2873,0.4934,0.2567,0.2431
293546,chr11,76433300,76433300,*,0.1009,0.0991,0.0962,0.0803,0.0908,0.0888,0.0898,0.1007,0.0957,0.095,0.1279
293547,chr11,76446769,76446769,*,0.7305,0.7357,0.685,0.7313,0.7297,0.6284,0.7137,0.6793,0.5162,0.7927,0.7758
293548,chr11,76455541,76455541,*,0.9322,0.9077,0.8999,0.916,0.9365,0.904,0.9344,0.9243,0.6587,0.9401,0.9315
293549,chr11,76464026,76464026,*,0.2787,0.3656,0.2965,0.3091,0.2982,0.3581,0.4,0.3201,0.4092,0.2345,0.2392
293550,chr11,76470635,76470635,*,0.6979,0.6568,0.6802,0.6452,0.7506,0.6326,0.6641,0.7019,0.3317,0.7994,0.8241
293551,chr11,76474735,76474735,*,0.3758,0.6367,0.7301,0.8125,0.5284,0.6909,0.7592,0.6614,0.7654,0.7559,0.7435
293552,chr11,76481977,76481977,*,0.2406,0.2642,0.1719,0.2129,0.293,0.2585,0.433,0.2978,0.1682,0.1585,0.1616
293553,chr11,76492260,76492260,*,0.5449,0.7334,0.548,0.5302,0.7087,0.8197,0.8224,0.7369,0.832,0.8461,0.8448
293554,chr11,76493489,76493489,*,0.4592,0.5969,0.4383,0.3563,0.7369,0.5717,0.7644,0.58,0.7251,0.3778,0.4404
293555,chr11,76493545,76493545,*,0.3938,0.4748,0.3487,0.302,0.555,0.4293,0.6038,0.4786,0.4191,0.2857,0.3638
293556,chr11,76493876,76493876,*,0.103,0.1553,0.0955,0.0859,0.1074,0.105,0.127,0.1179,0.0988,0.1018,0.1096
293557,chr11,76494102,76494102,*,0.055,0.0925,0.0575,0.0483,0.0543,0.0604,0.0546,0.0534,0.0491,0.0488,0.0509
293558,chr11,76494104,76494104,*,0.0427,0.0898,0.041,0.0364,0.0329,0.0384,0.0339,0.0374,0.038,0.0319,0.0364
293559,chr11,76494167,76494167,*,0.0311,0.032,0.0301,0.0329,0.0245,0.0218,0.0304,0.0306,0.0391,0.0322,0.0288
293560,chr11,76494176,76494176,*,0.0149,0.0176,0.0176,0.0135,0.0142,0.0161,0.0172,0.0139,0.0155,0.0143,0.0159
293561,chr11,76494208,76494208,*,0.0599,0.0624,0.0625,0.0661,0.0613,0.0612,0.0617,0.0584,0.0574,0.0621,0.0647
293562,chr11,76494226,76494226,*,0.0256,0.0267,0.03,0.0271,0.0249,0.0307,0.0252,0.0306,0.0278,0.0277,0.0289
293563,chr11,76494705,76494705,*,0.0518,0.0522,0.0534,0.0565,0.054,0.0485,0.047,0.0532,0.0429,0.0516,0.0565
293564,chr11,76494942,76494942,*,0.0393,0.0582,0.0395,0.0491,0.0325,0.0404,0.026,0.0382,0.0336,0.0265,0.0271
293565,chr11,76495289,76495289,*,0.0821,0.0822,0.1243,0.0875,0.0916,0.1157,0.08,0.1279,0.0619,0.0651,0.0626
293566,chr11,76495526,76495526,*,0.0824,0.1263,0.1752,0.0863,0.1216,0.15,0.1048,0.1608,0.1057,0.0594,0.0547
293567,chr11,76495749,76495749,*,0.2442,0.3398,0.3606,0.3199,0.3415,0.3855,0.3316,0.3876,0.4297,0.1776,0.2174
293568,chr11,76498701,76498701,*,0.6068,0.6426,0.6056,0.4919,0.7128,0.5957,0.7314,0.6085,0.73,0.7595,0.8092
293569,chr11,76504541,76504541,*,0.3732,0.6158,0.4242,0.4833,0.478,0.5904,0.5557,0.5394,0.4497,0.3108,0.5645
293570,chr11,76506902,76506902,*,0.7159,0.8093,0.8622,0.7911,0.8735,0.846,0.868,0.8311,0.8171,0.858,0.8623
293571,chr11,76507176,76507176,*,0.7373,0.7722,0.7632,0.7479,0.8223,0.7772,0.8487,0.7716,0.7976,0.8467,0.8516
293572,chr11,76507208,76507208,*,0.9275,0.9151,0.9055,0.8861,0.9178,0.9046,0.9308,0.915,0.9108,0.9192,0.9301
293573,chr11,76508323,76508323,*,0.8682,0.8638,0.8562,0.8801,0.8915,0.8784,0.8868,0.8678,0.7938,0.9026,0.9114
293574,chr11,76510323,76510323,*,0.0469,0.0449,0.0439,0.0418,0.0424,0.044,0.2203,0.0607,0.0543,0.0424,0.0481
293575,chr11,76510466,76510466,*,0.0513,0.0478,0.0523,0.0557,0.0499,0.045,0.2323,0.0581,0.0464,0.0513,0.0513
293576,chr11,76510579,76510579,*,0.085,0.0993,0.0896,0.09,0.0915,0.098,0.3379,0.1049,0.0945,0.0859,0.0861
293577,chr11,76510871,76510871,*,0.5631,0.5412,0.565,0.5249,0.5539,0.5458,0.5706,0.5706,0.519,0.5772,0.5574
293578,chr11,76513964,76513964,*,0.6664,0.7181,0.7006,0.6526,0.6732,0.6999,0.7564,0.7061,0.6351,0.6226,0.7114
293579,chr11,76516376,76516376,*,0.5695,0.6299,0.4693,0.5175,0.6074,0.5624,0.7887,0.5939,0.4985,0.7867,0.7413
293580,chr11,76518340,76518340,*,0.1744,0.1916,0.2401,0.2129,0.3001,0.2821,0.2591,0.2969,0.2987,0.2244,0.2235
293581,chr11,76535564,76535564,*,0.5235,0.4489,0.5155,0.3235,0.4213,0.3489,0.6277,0.4559,0.4451,0.5815,0.6308
293582,chr11,76548907,76548907,*,0.6214,0.6378,0.5952,0.4964,0.7184,0.6793,0.6924,0.6395,0.6039,0.844,0.8123
293583,chr11,76569453,76569453,*,0.8476,0.7983,0.8323,0.824,0.8389,0.8618,0.8691,0.8099,0.8206,0.8361,0.8505
293584,chr11,76571458,76571458,*,0.4853,0.5974,0.7423,0.7006,0.5483,0.5532,0.8135,0.669,0.8119,0.6543,0.7721
293585,chr11,76571529,76571529,*,0.6341,0.8096,0.8697,0.8331,0.764,0.7318,0.8763,0.8578,0.8666,0.8508,0.8691
293586,chr11,76571534,76571534,*,0.5527,0.7391,0.8607,0.8303,0.7065,0.6868,0.8993,0.8478,0.8653,0.8494,0.844
293587,chr11,76571610,76571610,*,0.0483,0.0585,0.0814,0.1119,0.0923,0.0902,0.0888,0.0774,0.0984,0.1462,0.1918
293588,chr11,76572061,76572061,*,0.0368,0.0379,0.0406,0.0362,0.0356,0.0359,0.0363,0.0339,0.0357,0.0365,0.0355
293589,chr11,76572113,76572113,*,0.0264,0.0306,0.0294,0.0335,0.0334,0.0307,0.0334,0.0317,0.0372,0.0301,0.0314
293590,chr11,76572255,76572255,*,0.0159,0.0234,0.0151,0.0189,0.0194,0.0182,0.0164,0.0178,0.0252,0.0136,0.0193
293591,chr11,76574308,76574308,*,0.7073,0.7191,0.8059,0.7741,0.6228,0.7271,0.794,0.6972,0.8029,0.8052,0.8108
293592,chr11,76614479,76614479,*,0.2842,0.2749,0.2897,0.2883,0.3749,0.3391,0.206,0.3926,0.2004,0.1546,0.1525
293593,chr11,76644975,76644975,*,0.9336,0.9409,0.9421,0.9368,0.9518,0.9329,0.9442,0.9429,0.9148,0.9347,0.9396
293594,chr11,76652096,76652096,*,0.9016,0.8398,0.8776,0.8595,0.8845,0.8469,0.8838,0.9016,0.884,0.8683,0.8832
293595,chr11,76709256,76709256,*,0.8816,0.8517,0.881,0.8999,0.8524,0.8559,0.868,0.8929,0.8396,0.8623,0.8698
293596,chr11,76723174,76723174,*,0.9014,0.8856,0.9085,0.8926,0.9247,0.9143,0.921,0.913,0.9009,0.916,0.913
293597,chr11,76731589,76731589,*,0.7903,0.7204,0.6314,0.5806,0.6994,0.6203,0.7944,0.705,0.5541,0.8632,0.7161
293598,chr11,76733236,76733236,*,0.9143,0.8943,0.894,0.8544,0.9234,0.9065,0.9046,0.9201,0.9091,0.9139,0.9163
293599,chr11,76744076,76744076,*,0.834,0.8501,0.8601,0.7936,0.8629,0.8348,0.891,0.8765,0.7901,0.8956,0.8754
293600,chr11,76744970,76744970,*,0.8828,0.8378,0.8674,0.7967,0.8698,0.8404,0.9017,0.8638,0.8689,0.8709,0.8765
293601,chr11,76745087,76745087,*,0.791,0.7205,0.661,0.5974,0.733,0.6219,0.8135,0.7057,0.6436,0.7904,0.8305
293602,chr11,76745431,76745431,*,0.5364,0.444,0.3426,0.3328,0.4063,0.319,0.6518,0.3787,0.5573,0.5809,0.6455
293603,chr11,76747513,76747513,*,0.6216,0.5265,0.4359,0.4641,0.6469,0.6406,0.4608,0.6135,0.4634,0.7182,0.6506
293604,chr11,76750184,76750184,*,0.6962,0.692,0.673,0.5128,0.7379,0.6349,0.6872,0.6904,0.6464,0.7625,0.7767
293605,chr11,76750413,76750413,*,0.5587,0.5912,0.6322,0.4578,0.6808,0.6159,0.4408,0.6163,0.6893,0.7016,0.6593
293606,chr11,76750693,76750693,*,0.1154,0.2247,0.1485,0.1346,0.2899,0.3092,0.1565,0.2777,0.2403,0.1762,0.1584
293607,chr11,76751369,76751369,*,0.5611,0.7501,0.7035,0.6896,0.5933,0.7058,0.5321,0.6495,0.4003,0.4378,0.5908
293608,chr11,76751596,76751596,*,0.6653,0.7466,0.7316,0.6986,0.6111,0.6836,0.6482,0.6751,0.6293,0.4975,0.6165
293609,chr11,76751777,76751777,*,0.8749,0.8706,0.8823,0.8264,0.8615,0.8796,0.8913,0.8799,0.892,0.8331,0.8526
293610,chr11,76752589,76752589,*,0.8922,0.8905,0.8918,0.8775,0.8987,0.8893,0.9082,0.8936,0.836,0.8887,0.8842
